"_id","Name","Direction","FarEndPoint","StartPoint","EndPoint","EstimatedTime","CreateDate"
"110241374","SLE",2,"CTE","BKE/SLE INTERCHANGE","WOODLANDS AVE 2",1,1455779544437
"110241375","SLE",2,"CTE","WOODLANDS AVE 2","WOODLANDS AVE 12",1,1455779544440
"110241376","SLE",2,"CTE","WOODLANDS AVE 12","MANDAI RD",1,1455779544447
"110241377","SLE",2,"CTE","MANDAI RD","UPPER THOMSON",2,1455779544450
"110241378","SLE",2,"CTE","UPPER THOMSON","LENTOR AVE",2,1455779544457
"110241379","SLE",2,"CTE","LENTOR AVE","TPE/PIE INTERCHANGE",2,1455779544463
"110241380","SLE",2,"CTE","TPE/PIE INTERCHANGE","YIO CHU KANG",1,1455779544470
"110241381","SLE",2,"CTE","YIO CHU KANG","CTE/SLE INTERCHANGE",1,1455779544477
"110241382","TPE",1,"CTE/SLE","PIE/TPE INTERCHANGE","TAMPINES AVE 7",1,1455779544483
"110241383","TPE",1,"CTE/SLE","TAMPINES AVE 7","TAMPINES AVE 12",2,1455779544490
"110241384","TPE",1,"CTE/SLE","TAMPINES AVE 12","PASIR RIS DRIVE 8",0,1455779544497
"110241385","TPE",1,"CTE/SLE","PASIR RIS DRIVE 8","TAMPINES ROAD",1,1455779544503
"110241386","TPE",1,"CTE/SLE","TAMPINES ROAD","TAMPINES AVE 10",1,1455779544510
"110241387","TPE",1,"CTE/SLE","TAMPINES AVE 10","LOR HALUS",2,1455779544513
"110241388","TPE",1,"CTE/SLE","LOR HALUS","PUNGGOL RD",2,1455779544523
"110241389","TPE",1,"CTE/SLE","PUNGGOL RD","SENGKANG EXIT",1,1455779544530
"110241390","TPE",1,"CTE/SLE","SENGKANG EXIT","JALAN KAYU",2,1455779544537
"110241391","TPE",1,"CTE/SLE","JALAN KAYU","SLE/CTE/TPE INTERCHANGE",1,1455779544543
"110241392","TPE",2,"PIE","SLE/CTE/TPE INTERCHANGE","JALAN KAYU",1,1455779544550
"110241393","TPE",2,"PIE","JALAN KAYU","SENGKANG EXIT",2,1455779544557
"110241394","TPE",2,"PIE","SENGKANG EXIT","PUNGGOL RD",1,1455779544560
"110241395","TPE",2,"PIE","PUNGGOL RD","LOR HARUS",2,1455779544570
"110241396","TPE",2,"PIE","LOR HARUS","PASIR RIS DRIVE 12",2,1455779544577
"110241397","TPE",2,"PIE","PASIR RIS DRIVE 12","ELIAS ROAD",1,1455779544583
"110241398","TPE",2,"PIE","ELIAS ROAD","PASIR RIS DRIVE 8",1,1455779544590
"110241399","TPE",2,"PIE","PASIR RIS DRIVE 8","TAMPINES AVE 7",2,1455779544600
"110241400","TPE",2,"PIE","TAMPINES AVE 7","LOYANG AVE",1,1455779544607
"110241401","TPE",2,"PIE","LOYANG AVE","PIE/TPE INTERCHANGE",1,1455779544610
"110242118","AYE",1,"TUAS CHECKPOINT","AYE/MCE INTERCHANGE","TELOK BLANGAH RD",2,1455780455110
"110242119","AYE",1,"TUAS CHECKPOINT","TELOK BLANGAH RD","LOWER DELTA RD",1,1455780455117
"110242120","AYE",1,"TUAS CHECKPOINT","LOWER DELTA RD","NORMANTON PARK",4,1455780455160
"110242121","AYE",1,"TUAS CHECKPOINT","NORMANTON PARK","NORTH BUONA VISTA RD",1,1455780455183
"110242122","AYE",1,"TUAS CHECKPOINT","NORTH BUONA VISTA RD","CLEMENTI RD",2,1455780455190
"110242123","AYE",1,"TUAS CHECKPOINT","CLEMENTI RD","WEST COAST RD",1,1455780455233
"110242124","AYE",1,"TUAS CHECKPOINT","WEST COAST RD","CLEMENTI AVE 6",2,1455780455257
"110242125","AYE",1,"TUAS CHECKPOINT","CLEMENTI AVE 6","JURONG TOWN HALL RD",2,1455780455260
"110242126","AYE",1,"TUAS CHECKPOINT","JURONG TOWN HALL RD","PENJURU RD",1,1455780455337
"110242127","AYE",1,"TUAS CHECKPOINT","PENJURU RD","JURONG PORT RD",2,1455780455343
"110242128","AYE",1,"TUAS CHECKPOINT","JURONG PORT RD","JURONG PIER RD",1,1455780455380
"110242129","AYE",1,"TUAS CHECKPOINT","JURONG PIER RD","PIONEER CIRCUS",2,1455780455467
"110242130","AYE",1,"TUAS CHECKPOINT","PIONEER CIRCUS","BENOI RD",2,1455780455487
"110242131","AYE",1,"TUAS CHECKPOINT","BENOI RD","AYE/PIE INTERCHANGE",2,1455780455490
"110242132","AYE",1,"TUAS CHECKPOINT","AYE/PIE INTERCHANGE","TUAS WEST RD",2,1455780455607
"110242133","AYE",1,"TUAS CHECKPOINT","TUAS WEST RD","TUAS WEST DRIVE",2,1455780455620
"110242134","AYE",1,"TUAS CHECKPOINT","TUAS WEST DRIVE","TUAS CHECKPOINT",1,1455780455680
"110242135","AYE",2,"CITY","TUAS CHECKPOINT","TUAS WEST RD",1,1455780455687
"110242136","AYE",2,"CITY","TUAS WEST RD","AYE/PIE INTERCHANGE",2,1455780455743
"110242137","AYE",2,"CITY","AYE/PIE INTERCHANGE","BENOI RD",2,1455780455757
"110242138","AYE",2,"CITY","BENOI RD","PIONEER CIRCUS",2,1455780455767
"110242139","AYE",2,"CITY","PIONEER CIRCUS","JALAN BOON LAY",2,1455780455853
"110242140","AYE",2,"CITY","JALAN BOON LAY","YUAN CHING RD",2,1455780455860
"110242141","AYE",2,"CITY","YUAN CHING RD","JURONG TOWN HALL RD",3,1455780455900
"110242142","AYE",2,"CITY","JURONG TOWN HALL RD","CLEMENTI AVE 6",2,1455780455930
"110242143","AYE",2,"CITY","CLEMENTI AVE 6","CLEMENTI AVE 2",1,1455780455933
"110242144","AYE",2,"CITY","CLEMENTI AVE 2","CLEMENTI RD",1,1455780455977
"110242145","AYE",2,"CITY","CLEMENTI RD","NORTH BUONA VISTA RD",2,1455780455983
"110242146","AYE",2,"CITY","NORTH BUONA VISTA RD","PORTSDOWN RD",1,1455780456030
"110242147","AYE",2,"CITY","PORTSDOWN RD","ALEXANDRA RD",1,1455780456040
"110242148","AYE",2,"CITY","ALEXANDRA RD","LOWER DELTA RD",4,1455780456050
"110242149","AYE",2,"CITY","LOWER DELTA RD","KEPPEL RD",2,1455780456120
"110242150","AYE",2,"CITY","KEPPEL RD","AYE/MCE INTERCHANGE",5,1455780456153
"110242151","BKE",1,"WOODLANDS CENTRE","BKE/PIE INTERCHANGE","DIARY FARM",2,1455780456163
"110242152","BKE",1,"WOODLANDS CENTRE","DIARY FARM","BUKIT PANJANG RD",1,1455780456170
"110242153","BKE",1,"WOODLANDS CENTRE","BUKIT PANJANG RD","BKE/KJE INTERCHANGE",1,1455780456213
"110242154","BKE",1,"WOODLANDS CENTRE","BKE/KJE INTERCHANGE","MANDAI RD",2,1455780456233
"110242155","BKE",1,"WOODLANDS CENTRE","MANDAI RD","BKE/SLE INTERCHANGE",1,1455780456260
"110242156","BKE",1,"WOODLANDS CENTRE","BKE/SLE INTERCHANGE","WOODLANDS AVE 3",1,1455780456283
"110242157","BKE",1,"WOODLANDS CENTRE","WOODLANDS AVE 3","WOODLANDS CENTRE",1,1455780456290
"110242158","BKE",2,"PIE","WOODLANDS CENTRE","BKE/SLE INTERCHANGE",1,1455780456300
"110242159","BKE",2,"PIE","BKE/SLE INTERCHANGE","MANDAI RD",1,1455780456377
"110242160","BKE",2,"PIE","MANDAI RD","BKE/KJE INTERCHANGE",1,1455780456387
"110242161","BKE",2,"PIE","BKE/KJE INTERCHANGE","BUKIT PANJANG RD",2,1455780456493
"110242162","BKE",2,"PIE","BUKIT PANJANG RD","DIARY FARM ROAD",1,1455780456513
"110242163","BKE",2,"PIE","DIARY FARM ROAD","BKE/PIE INTERCHANGE",2,1455780456527
"110242164","CTE",1,"SLE/CTE INTERCHANGE","AYE/CTE INTERCHANGE","OUTRAM RD",7,1455780456620
"110242165","CTE",1,"SLE/CTE INTERCHANGE","OUTRAM RD","CLEMENCEAU AVE",1,1455780456640
"110242166","CTE",1,"SLE/CTE INTERCHANGE","CLEMENCEAU AVE","MOULMEIN RD",4,1455780456647
"110242167","CTE",1,"SLE/CTE INTERCHANGE","MOULMEIN RD","JALAN BAHAGIA",1,1455780456707
"110242168","CTE",1,"SLE/CTE INTERCHANGE","JALAN BAHAGIA","CTE/PIE INTERCHANGE",1,1455780456730
"110242169","CTE",1,"SLE/CTE INTERCHANGE","CTE/PIE INTERCHANGE","BRADDELL RD",2,1455780456733
"110242170","CTE",1,"SLE/CTE INTERCHANGE","BRADDELL RD","AMK AVE 1",1,1455780456810
"110242171","CTE",1,"SLE/CTE INTERCHANGE","AMK AVE 1","AMK AVE 3",2,1455780456827
"110242172","CTE",1,"SLE/CTE INTERCHANGE","AMK AVE 3","AMK AVE 5",1,1455780456880
"110242173","CTE",1,"SLE/CTE INTERCHANGE","AMK AVE 5","YIO CHU KANG",1,1455780456893
"110242174","CTE",1,"SLE/CTE INTERCHANGE","YIO CHU KANG","SLE/CTE INTERCHANGE",1,1455780456900
"110242175","CTE",2,"CITY","SLE/CTE INTERCHANGE","AMK AVE 5",2,1455780456923
"110242176","CTE",2,"CITY","AMK AVE 5","AMK AVE 3",1,1455780456943
"110242177","CTE",2,"CITY","AMK AVE 3","AMK AVE 1",1,1455780456950
"110242178","CTE",2,"CITY","AMK AVE 1","BRADDELL RD",2,1455780456977
"110242179","CTE",2,"CITY","BRADDELL RD","CTE/PIE INTERCHANGE",1,1455780456983
"110242180","CTE",2,"CITY","CTE/PIE INTERCHANGE","MOULMEIN RD",2,1455780456993
"110242181","CTE",2,"CITY","MOULMEIN RD","BUKIT TIMAH RD",1,1455780457090
"110242182","CTE",2,"CITY","BUKIT TIMAH RD","CAIRNHILL CIRCLE",1,1455780457130
"110242183","CTE",2,"CITY","CAIRNHILL CIRCLE","ORCHARD RD",1,1455780457140
"110242184","CTE",2,"CITY","ORCHARD RD","HAVELOCK RD",2,1455780457200
"110242185","CTE",2,"CITY","HAVELOCK RD","OUTRAM RD",1,1455780457210
"110242186","CTE",2,"CITY","OUTRAM RD","AYE/CTE INTERCHANGE",1,1455780457217
"110242187","ECP",1,"CITY","CHANGI AIRPORT","ECP/PIE INTERCHANGE",1,1455780457260
"110242188","ECP",1,"CITY","ECP/PIE INTERCHANGE","XILIN AVE",2,1455780457330
"110242189","ECP",1,"CITY","XILIN AVE","ECP SERVICE RD",1,1455780457403
"110242190","ECP",1,"CITY","ECP SERVICE RD","BEDOK RD",4,1455780457410
"110242191","ECP",1,"CITY","BEDOK RD","MARINE PARADE",3,1455780457427
"110242192","ECP",1,"CITY","MARINE PARADE","FORT RD",3,1455780457433
"110242193","ECP",1,"CITY","FORT RD","ROCHOR RD",3,1455780457440
"110242194","ECP",2,"CHANGI AIRPORT","ROCHOR RD","FORT RD",3,1455780457447
"110242195","ECP",2,"CHANGI AIRPORT","FORT RD","TANJONG KATONG ROAD",1,1455780457450
"110242196","ECP",2,"CHANGI AIRPORT","TANJONG KATONG ROAD","MARINE PARADE",2,1455780457457
"110242197","ECP",2,"CHANGI AIRPORT","MARINE PARADE","MARINE VISTA",1,1455780457460
"110242198","ECP",2,"CHANGI AIRPORT","MARINE VISTA","SIGLAP RD",1,1455780457467
"110242199","ECP",2,"CHANGI AIRPORT","SIGLAP RD","BEDOK RD",1,1455780457473
"110242200","ECP",2,"CHANGI AIRPORT","BEDOK RD","ECP SERVICE RD",1,1455780457477
"110242201","ECP",2,"CHANGI AIRPORT","ECP SERVICE RD","BAYSHORE RD",1,1455780457483
"110242202","ECP",2,"CHANGI AIRPORT","BAYSHORE RD","XILIN AVE",3,1455780457490
"110242203","ECP",2,"CHANGI AIRPORT","XILIN AVE","CHANGI AIRPORT",2,1455780457497
"110242204","KJE",1,"PIE","BKE/KJE INTERCHANGE","WOODLANDS RD",2,1455780457507
"110242205","KJE",1,"PIE","WOODLANDS RD","CHOA CHU KANG WAY",2,1455780457510
"110242206","KJE",1,"PIE","CHOA CHU KANG WAY","SUNGEI TENGAH",1,1455780457517
"110242207","KJE",1,"PIE","SUNGEI TENGAH","KJE/PIE INTERCHANGE(JALAN BAHAR FLYOVER)",4,1455780457523
"110242208","KJE",2,"BKE","KJE/PIE INTERCHANGE(JALAN BAHAR FLYOVER)","SUNGEI TENGAH",3,1455780457533
"110242209","KJE",2,"BKE","SUNGEI TENGAH","CHOA CHU KANG WAY",2,1455780457540
"110242210","KJE",2,"BKE","CHOA CHU KANG WAY","WOODLANDS RD",2,1455780457547
"110242211","KJE",2,"BKE","WOODLANDS RD","BKE/KJE INTERCHANGE",2,1455780457553
"110242212","PIE",1,"UPPER JURONG RD","PIE/ECP INTERCHANGE","CHANGI SOUTH",1,1455780457560
"110242213","PIE",1,"UPPER JURONG RD","CHANGI SOUTH","PIE/TPE INTERCHANGE",1,1455780457567
"110242214","PIE",1,"UPPER JURONG RD","PIE/TPE INTERCHANGE","SIMEI",1,1455780457573
"110242215","PIE",1,"UPPER JURONG RD","SIMEI","TAMPINES TOWN",1,1455780457580
"110242216","PIE",1,"UPPER JURONG RD","TAMPINES TOWN","TAMPINES AVE 5",1,1455780457583
"110242217","PIE",1,"UPPER JURONG RD","TAMPINES AVE 5","JALAN EUNOS",4,1455780457590
"110242218","PIE",1,"UPPER JURONG RD","JALAN EUNOS","PAYA LEBAR WAY",2,1455780457597
"110242219","PIE",1,"UPPER JURONG RD","PAYA LEBAR WAY","BENDEMEER EXIT",2,1455780457600
"110242220","PIE",1,"UPPER JURONG RD","BENDEMEER EXIT","PIE/CTE (CITY) INTERCHANGE",1,1455780457607
"110242221","PIE",1,"UPPER JURONG RD","PIE/CTE (CITY) INTERCHANGE","PIE/CTE (SLE) INTERCHANGE",1,1455780457613
"110242222","PIE",1,"UPPER JURONG RD","PIE/CTE (SLE) INTERCHANGE","KIM KEAT LINK",1,1455780457617
"110242223","PIE",1,"UPPER JURONG RD","KIM KEAT LINK","THOMSON RD",1,1455780457623
"110242224","PIE",1,"UPPER JURONG RD","THOMSON RD","WHITLEY RD",1,1455780457630
"110242225","PIE",1,"UPPER JURONG RD","WHITLEY RD","ADAM RD",2,1455780457637
"110242226","PIE",1,"UPPER JURONG RD","ADAM RD","ENG NEO AVE",2,1455780457640
"110242227","PIE",1,"UPPER JURONG RD","ENG NEO AVE","PIE/BKE INTERCHANGE",2,1455780457647
"110242228","PIE",1,"UPPER JURONG RD","PIE/BKE INTERCHANGE","CLEMENTI RD",2,1455780457653
"110242229","PIE",1,"UPPER JURONG RD","CLEMENTI RD","CLEMENTI AVE 6",2,1455780457657
"110242230","PIE",1,"UPPER JURONG RD","CLEMENTI AVE 6","BUKIT BATOK EAST AVE 3",0,1455780457663
"110242231","PIE",1,"UPPER JURONG RD","BUKIT BATOK EAST AVE 3","JURONG TOWN HALL RD",3,1455780457670
"110242232","PIE",1,"UPPER JURONG RD","JURONG TOWN HALL RD","JURONG EAST AVE 1",1,1455780457677
"110242233","PIE",1,"UPPER JURONG RD","JURONG EAST AVE 1","JURONG WEST AVE 2",1,1455780457680
"110242234","PIE",1,"UPPER JURONG RD","JURONG WEST AVE 2","PIE/KJE INTERCHANGE",1,1455780457687
"110242235","PIE",1,"UPPER JURONG RD","PIE/KJE INTERCHANGE","JALAN BAHAR",1,1455780457690
"110242236","PIE",1,"UPPER JURONG RD","JALAN BAHAR","PIONEER RD NORTH",1,1455780457697
"110242237","PIE",1,"UPPER JURONG RD","PIONEER RD NORTH","UPPER JURONG RD",2,1455780457703
"110242238","PIE",2,"CHANGI AIRPORT","UPPER JURONG RD","PIONEER RD NORTH",2,1455780457710
"110242239","PIE",2,"CHANGI AIRPORT","PIONEER RD NORTH","JALAN BAHAR",1,1455780457717
"110242240","PIE",2,"CHANGI AIRPORT","JALAN BAHAR","PIE/KJE INTERCHANGE",1,1455780457723
"110242241","PIE",2,"CHANGI AIRPORT","PIE/KJE INTERCHANGE","JURONG RD",1,1455780457737
"110242242","PIE",2,"CHANGI AIRPORT","JURONG RD","JURONG TOWN HALL RD",2,1455780457750
"110242243","PIE",2,"CHANGI AIRPORT","JURONG TOWN HALL RD","BUKIT BATOK EAST AVE 3",2,1455780457763
"110242244","PIE",2,"CHANGI AIRPORT","BUKIT BATOK EAST AVE 3","CLEMENTI AVE 6",1,1455780457770
"110242245","PIE",2,"CHANGI AIRPORT","CLEMENTI AVE 6","BUKIT TIMAH RD",1,1455780457773
"110242246","PIE",2,"CHANGI AIRPORT","BUKIT TIMAH RD","PIE/BKE INTERCHANGE",2,1455780457780
"110242247","PIE",2,"CHANGI AIRPORT","PIE/BKE INTERCHANGE","ENG NEO AVE",2,1455780457793
"110242248","PIE",2,"CHANGI AIRPORT","ENG NEO AVE","LORNIE RD",1,1455780457800
"110242249","PIE",2,"CHANGI AIRPORT","LORNIE RD","WHITLEY RD",1,1455780457807
"110242250","PIE",2,"CHANGI AIRPORT","WHITLEY RD","THOMSON RD",1,1455780457823
"110242251","PIE",2,"CHANGI AIRPORT","THOMSON RD","KIM KEAT LINK",2,1455780457830
"110242252","PIE",2,"CHANGI AIRPORT","KIM KEAT LINK","PIE/CTE INTERCHANGE",1,1455780457837
"110242253","PIE",2,"CHANGI AIRPORT","PIE/CTE INTERCHANGE","KALLANG WAY",2,1455780457843
"110242254","PIE",2,"CHANGI AIRPORT","KALLANG WAY","PAYA LEBAR WAY",2,1455780457850
"110242255","PIE",2,"CHANGI AIRPORT","PAYA LEBAR WAY","JALAN EUNOS",2,1455780457853
"110242256","PIE",2,"CHANGI AIRPORT","JALAN EUNOS","BEDOK RESERVOIR RD",1,1455780457860
"110242257","PIE",2,"CHANGI AIRPORT","BEDOK RESERVOIR RD","BEDOK NORTH RD",0,1455780457867
"110242258","PIE",2,"CHANGI AIRPORT","BEDOK NORTH RD","TAMPINES AVE 5",3,1455780457870
"110242259","PIE",2,"CHANGI AIRPORT","TAMPINES AVE 5","SIMEI AVE",0,1455780457877
"110242260","PIE",2,"CHANGI AIRPORT","SIMEI AVE","TAMPINES ST 31",1,1455780457883
"110242261","PIE",2,"CHANGI AIRPORT","TAMPINES ST 31","PIE/TPE INTERCHANGE",1,1455780457890
"110242262","PIE",2,"CHANGI AIRPORT","PIE/TPE INTERCHANGE","PIE/ECP INTERCHANGE",2,1455780457897
"110242263","SLE",1,"BKE","CTE/SLE INTERCHANGE ","YISHUN",2,1455780457900
"110242264","SLE",1,"BKE","YISHUN","UPPER THOMSON",2,1455780457910
"110242265","SLE",1,"BKE","UPPER THOMSON","MANDIA RD",3,1455780457917
"110242266","SLE",1,"BKE","MANDIA RD","WOODLANDS AVE 12",1,1455780457920
"110242267","SLE",1,"BKE","WOODLANDS AVE 12","WOODLANDS AVE 2",1,1455780457930
"110242268","SLE",1,"BKE","WOODLANDS AVE 2","BKE/SLE INTERCHANGE",1,1455780457933
"110242269","SLE",2,"CTE","BKE/SLE INTERCHANGE","WOODLANDS AVE 2",1,1455780457940
"110242270","SLE",2,"CTE","WOODLANDS AVE 2","WOODLANDS AVE 12",1,1455780457943
"110242271","SLE",2,"CTE","WOODLANDS AVE 12","MANDAI RD",1,1455780457950
"110242272","SLE",2,"CTE","MANDAI RD","UPPER THOMSON",2,1455780457957
"110242273","SLE",2,"CTE","UPPER THOMSON","LENTOR AVE",2,1455780457960
"110242274","SLE",2,"CTE","LENTOR AVE","TPE/PIE INTERCHANGE",2,1455780457967
"110242275","SLE",2,"CTE","TPE/PIE INTERCHANGE","YIO CHU KANG",1,1455780457973
"110242276","SLE",2,"CTE","YIO CHU KANG","CTE/SLE INTERCHANGE",1,1455780457980
"110242277","TPE",1,"CTE/SLE","PIE/TPE INTERCHANGE","TAMPINES AVE 7",1,1455780457983
"110242278","TPE",1,"CTE/SLE","TAMPINES AVE 7","TAMPINES AVE 12",2,1455780457990
"110242279","TPE",1,"CTE/SLE","TAMPINES AVE 12","PASIR RIS DRIVE 8",0,1455780457997
"110242280","TPE",1,"CTE/SLE","PASIR RIS DRIVE 8","TAMPINES ROAD",1,1455780458000
"110242281","TPE",1,"CTE/SLE","TAMPINES ROAD","TAMPINES AVE 10",1,1455780458007
"110242282","TPE",1,"CTE/SLE","TAMPINES AVE 10","LOR HALUS",2,1455780458013
"110242283","TPE",1,"CTE/SLE","LOR HALUS","PUNGGOL RD",2,1455780458023
"110242284","TPE",1,"CTE/SLE","PUNGGOL RD","SENGKANG EXIT",1,1455780458030
"110242285","TPE",1,"CTE/SLE","SENGKANG EXIT","JALAN KAYU",2,1455780458037
"110242286","TPE",1,"CTE/SLE","JALAN KAYU","SLE/CTE/TPE INTERCHANGE",1,1455780458043
"110242287","TPE",2,"PIE","SLE/CTE/TPE INTERCHANGE","JALAN KAYU",1,1455780458050
"110242288","TPE",2,"PIE","JALAN KAYU","SENGKANG EXIT",2,1455780458057
"110242289","TPE",2,"PIE","SENGKANG EXIT","PUNGGOL RD",1,1455780458063
"110242290","TPE",2,"PIE","PUNGGOL RD","LOR HARUS",2,1455780458070
"110242291","TPE",2,"PIE","LOR HARUS","PASIR RIS DRIVE 12",2,1455780458073
"110242292","TPE",2,"PIE","PASIR RIS DRIVE 12","ELIAS ROAD",1,1455780458080
"110242293","TPE",2,"PIE","ELIAS ROAD","PASIR RIS DRIVE 8",1,1455780458087
"110242294","TPE",2,"PIE","PASIR RIS DRIVE 8","TAMPINES AVE 7",2,1455780458090
"110242295","TPE",2,"PIE","TAMPINES AVE 7","LOYANG AVE",1,1455780458097
"110242296","TPE",2,"PIE","LOYANG AVE","PIE/TPE INTERCHANGE",1,1455780458103
"110243013","AYE",1,"TUAS CHECKPOINT","AYE/MCE INTERCHANGE","TELOK BLANGAH RD",2,1455781371153
"110243014","AYE",1,"TUAS CHECKPOINT","TELOK BLANGAH RD","LOWER DELTA RD",1,1455781371177
"110243015","AYE",1,"TUAS CHECKPOINT","LOWER DELTA RD","NORMANTON PARK",4,1455781371180
"110243016","AYE",1,"TUAS CHECKPOINT","NORMANTON PARK","NORTH BUONA VISTA RD",1,1455781371190
"110243017","AYE",1,"TUAS CHECKPOINT","NORTH BUONA VISTA RD","CLEMENTI RD",2,1455781371280
"110243018","AYE",1,"TUAS CHECKPOINT","CLEMENTI RD","WEST COAST RD",1,1455781371287
"110243019","AYE",1,"TUAS CHECKPOINT","WEST COAST RD","CLEMENTI AVE 6",2,1455781371347
"110243020","AYE",1,"TUAS CHECKPOINT","CLEMENTI AVE 6","JURONG TOWN HALL RD",2,1455781371353
"110243021","AYE",1,"TUAS CHECKPOINT","JURONG TOWN HALL RD","PENJURU RD",1,1455781371360
"110243022","AYE",1,"TUAS CHECKPOINT","PENJURU RD","JURONG PORT RD",2,1455781371377
"110243023","AYE",1,"TUAS CHECKPOINT","JURONG PORT RD","JURONG PIER RD",1,1455781371397
"110243024","AYE",1,"TUAS CHECKPOINT","JURONG PIER RD","PIONEER CIRCUS",2,1455781371400
"110243025","AYE",1,"TUAS CHECKPOINT","PIONEER CIRCUS","BENOI RD",2,1455781371527
"110243026","AYE",1,"TUAS CHECKPOINT","BENOI RD","AYE/PIE INTERCHANGE",2,1455781371610
"110243027","AYE",1,"TUAS CHECKPOINT","AYE/PIE INTERCHANGE","TUAS WEST RD",2,1455781371620
"110243028","AYE",1,"TUAS CHECKPOINT","TUAS WEST RD","TUAS WEST DRIVE",2,1455781371643
"110243029","AYE",1,"TUAS CHECKPOINT","TUAS WEST DRIVE","TUAS CHECKPOINT",1,1455781371657
"110243030","AYE",2,"CITY","TUAS CHECKPOINT","TUAS WEST RD",1,1455781371663
"110243031","AYE",2,"CITY","TUAS WEST RD","AYE/PIE INTERCHANGE",2,1455781371680
"110243032","AYE",2,"CITY","AYE/PIE INTERCHANGE","BENOI RD",2,1455781371703
"110243033","AYE",2,"CITY","BENOI RD","PIONEER CIRCUS",2,1455781371710
"110243034","AYE",2,"CITY","PIONEER CIRCUS","JALAN BOON LAY",2,1455781371777
"110243035","AYE",2,"CITY","JALAN BOON LAY","YUAN CHING RD",2,1455781371797
"110243036","AYE",2,"CITY","YUAN CHING RD","JURONG TOWN HALL RD",3,1455781371803
"110243037","AYE",2,"CITY","JURONG TOWN HALL RD","CLEMENTI AVE 6",2,1455781371857
"110243038","AYE",2,"CITY","CLEMENTI AVE 6","CLEMENTI AVE 2",1,1455781371863
"110243039","AYE",2,"CITY","CLEMENTI AVE 2","CLEMENTI RD",1,1455781371917
"110243040","AYE",2,"CITY","CLEMENTI RD","NORTH BUONA VISTA RD",2,1455781371930
"110243041","AYE",2,"CITY","NORTH BUONA VISTA RD","PORTSDOWN RD",1,1455781371960
"110243042","AYE",2,"CITY","PORTSDOWN RD","ALEXANDRA RD",1,1455781371980
"110243043","AYE",2,"CITY","ALEXANDRA RD","LOWER DELTA RD",4,1455781371983
"110243044","AYE",2,"CITY","LOWER DELTA RD","KEPPEL RD",3,1455781372030
"110243045","AYE",2,"CITY","KEPPEL RD","AYE/MCE INTERCHANGE",7,1455781372067
"110243046","BKE",1,"WOODLANDS CENTRE","BKE/PIE INTERCHANGE","DIARY FARM",2,1455781372153
"110243047","BKE",1,"WOODLANDS CENTRE","DIARY FARM","BUKIT PANJANG RD",1,1455781372167
"110243048","BKE",1,"WOODLANDS CENTRE","BUKIT PANJANG RD","BKE/KJE INTERCHANGE",1,1455781372173
"110243049","BKE",1,"WOODLANDS CENTRE","BKE/KJE INTERCHANGE","MANDAI RD",2,1455781372237
"110243050","BKE",1,"WOODLANDS CENTRE","MANDAI RD","BKE/SLE INTERCHANGE",1,1455781372240
"110243051","BKE",1,"WOODLANDS CENTRE","BKE/SLE INTERCHANGE","WOODLANDS AVE 3",1,1455781372290
"110243052","BKE",1,"WOODLANDS CENTRE","WOODLANDS AVE 3","WOODLANDS CENTRE",1,1455781372310
"110243053","BKE",2,"PIE","WOODLANDS CENTRE","BKE/SLE INTERCHANGE",1,1455781372313
"110243054","BKE",2,"PIE","BKE/SLE INTERCHANGE","MANDAI RD",1,1455781372337
"110243055","BKE",2,"PIE","MANDAI RD","BKE/KJE INTERCHANGE",1,1455781372347
"110243056","BKE",2,"PIE","BKE/KJE INTERCHANGE","BUKIT PANJANG RD",2,1455781372357
"110243057","BKE",2,"PIE","BUKIT PANJANG RD","DIARY FARM ROAD",1,1455781372360
"110243058","BKE",2,"PIE","DIARY FARM ROAD","BKE/PIE INTERCHANGE",2,1455781372400
"110243059","CTE",1,"SLE/CTE INTERCHANGE","AYE/CTE INTERCHANGE","OUTRAM RD",6,1455781372410
"110243060","CTE",1,"SLE/CTE INTERCHANGE","OUTRAM RD","CLEMENCEAU AVE",1,1455781372430
"110243061","CTE",1,"SLE/CTE INTERCHANGE","CLEMENCEAU AVE","MOULMEIN RD",4,1455781372450
"110243062","CTE",1,"SLE/CTE INTERCHANGE","MOULMEIN RD","JALAN BAHAGIA",1,1455781372457
"110243063","CTE",1,"SLE/CTE INTERCHANGE","JALAN BAHAGIA","CTE/PIE INTERCHANGE",1,1455781372473
"110243064","CTE",1,"SLE/CTE INTERCHANGE","CTE/PIE INTERCHANGE","BRADDELL RD",2,1455781372520
"110243065","CTE",1,"SLE/CTE INTERCHANGE","BRADDELL RD","AMK AVE 1",1,1455781372543
"110243066","CTE",1,"SLE/CTE INTERCHANGE","AMK AVE 1","AMK AVE 3",2,1455781372547
"110243067","CTE",1,"SLE/CTE INTERCHANGE","AMK AVE 3","AMK AVE 5",1,1455781372553
"110243068","CTE",1,"SLE/CTE INTERCHANGE","AMK AVE 5","YIO CHU KANG",1,1455781372610
"110243069","CTE",1,"SLE/CTE INTERCHANGE","YIO CHU KANG","SLE/CTE INTERCHANGE",1,1455781372643
"110243070","CTE",2,"CITY","SLE/CTE INTERCHANGE","AMK AVE 5",2,1455781372650
"110243071","CTE",2,"CITY","AMK AVE 5","AMK AVE 3",1,1455781372697
"110243072","CTE",2,"CITY","AMK AVE 3","AMK AVE 1",1,1455781372727
